title,url,locale,nation,category,tags
speed-dreams wiki,https://sourceforge.net/p/speed-dreams/wiki/feed.atom,en-us,,activity,"game,race"
Sport England - Activity on GOV.UK,https://www.gov.uk/government/organisations/sport-england.atom,en-gb,united kingdom,governments,uk
Sport Northern Ireland (Sports Council for Northern Ireland) - Activity on GOV.UK,https://www.gov.uk/government/organisations/sports-council-for-northern-ireland.atom,en-gb,united kingdom,governments,ireland
Sport Northern Ireland (Sports Council for Northern Ireland) - Activity on GOV.UK,https://www.gov.uk/government/organisations/sports-council-for-northern-ireland.atom,en-gb,united kingdom,governments,uk
Sports Council for Wales - Activity on GOV.UK,https://www.gov.uk/government/organisations/sports-council-for-wales.atom,en-gb,united kingdom,governments,uk
Sports Grounds Safety Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/sports-grounds-safety-authority.atom,en-gb,united kingdom,governments,uk
Spread Privacy,https://spreadprivacy.com/rss/,en-us,,news,privacy
Spritely,https://spritelyproject.org/feed.xml,en-us,,projects,"ocapn,decentralization,protocol,goblins,brux,activitypub,hyptis"
Spritely Networked Communities Institute,https://spritely.institute/feed.xml,en-us,,organizations,"ocapn,decentralization,protocol,goblins,brux,activitypub,hyptis,oaken,fantasary,aurie,questie,"
SQLite,https://sqlite.org/forum/timeline.rss,en-us,,forums,"code,sql"
sscall,https://git.2f30.org/sscall/atom.xml,en-us,,projects,"internet,terminal,chat"
Standards and Testing Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/standards-and-testing-agency.atom,en-gb,united kingdom,governments,uk
STAT,https://www.statnews.com/feed/,en-us,,news,pharma
Stefan Hayden,https://stefanhayden.com/feed.xml,en-us,,news,"technology,computer,people"
Stéphane Bortzmeyer,https://mastodon.gougere.fr/@bortzmeyer.rss,fr-fr,france,news,people
Stephen Foskett - Pack Rat,http://feeds.fosketts.net/StephenFoskettPackRat,en-us,,news,computer
Step To Health,https://steptohealth.com/feed/,en-us,,catalogues,recipe
Steve Kirsch,https://stevekirsch.substack.com/feed,en-us,,catalogues,recipe
StockNews,https://stocknews.com/feed/,en-us,,news,business
Stop Dirty Electricity,https://stopdirtyelectricity.com/feed/,en-us,,catalogues,recipe
Stop Spraying Us!,http://www.stopsprayingus.com/feed/,en-us,,organizations,"geoengineering,chemtrail,weather,government,health"
store.kde.org - Latest Products,https://store.kde.org/content.rdf,en-us,,catalogues,software
Stories by Williams,https://storiesbywilliams.com/feed/,en-us,,news,"fiction,literature"
Strategic Command - Activity on GOV.UK,https://www.gov.uk/government/organisations/strategic-command.atom,en-gb,united kingdom,governments,uk
strukturart.com latest articles,https://strukturart.com/feed,de-de,germany,news,"germany,europe"
Student Loans Company - Activity on GOV.UK,https://www.gov.uk/government/organisations/student-loans-company.atom,en-gb,united kingdom,governments,uk
Submarine Delivery Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/submarine-delivery-agency.atom,en-gb,united kingdom,governments,uk
Subsidy Advice Unit - Activity on GOV.UK,https://www.gov.uk/government/organisations/subsidy-advice-unit.atom,en-gb,united kingdom,governments,uk
Sunflower,https://sunflower-fm.org/feed/,en-us,,projects,office
Super Fast Python,https://superfastpython.com/feed/,en-us,,tutorials,python
SuperTuxKart development blog,https://blog.supertuxkart.net/feeds/posts/default,en-us,,projects,"race,kart,game,kids,linux,software"
SuperTuxKart,https://sourceforge.net/p/supertuxkart/activity/feed,en-us,,activity,"game,race"
Supportive Guru,https://sguru.org/feed/,en-us,,news,"digital,technology,computer,gaming,internet"
Supreme Court of the United Kingdom - Activity on GOV.UK,https://www.gov.uk/government/organisations/supreme-court-of-the-united-kingdom.atom,en-gb,united kingdom,governments,uk
Sweet Home 3D Blog,http://www.sweethome3d.com/blog/atom.xml,en-us,france,news,"modeling,architecture,design"
Sweet Home 3D Blog,http://www.sweethome3d.com/blog/atom.xml,en-us,france,projects,"modeling,architecture,design"
Sweet Home 3D,https://sourceforge.net/projects/sweethome3d/rss,en-us,france,projects,"modeling,design,architecture"
Sweet Home 3D,https://sourceforge.net/p/sweethome3d/activity/feed,en-us,france,activity,modeling
Swift IM,https://swift.im/wordpress/index.php/feed/,en-us,,news,"xmpp,chat,internet"
SWIG - Simplified Wrapper and Interface Generator,https://sourceforge.net/p/swig/news/feed,en-us,,projects,code
Takahē Project,https://takahe.social/@takahe@jointakahe.org/rss/,en-us,,news,"internet,fediverse,publishing"
Talk Python To Me,https://talkpython.fm/episodes/rss,en-us,,podcasts,code
Tampa Free Press,https://www.tampafp.com/feed/,en-us,,news,"government,crime,culture,local,usa"
Tarides,https://tarides.com/feed.xml,en-us,,news,"ocaml,computer,code"
Tate - Activity on GOV.UK,https://www.gov.uk/government/organisations/tate.atom,en-gb,united kingdom,governments,uk
Tatsumoto Ren,https://tatsumoto.neocities.org/blog/feed.rss,en-us,japan,news,computer
tchncs - All,https://discuss.tchncs.de/feeds/all.xml,en-us,,forums,
tchncs,https://tube.tchncs.de/feeds/videos.xml,en-us,germany,videos,general
tchncs - Mobilizon,https://events.tchncs.de/feed/instance/atom,en-us,,events,miscellaneous
tde,https://mirror.git.trinitydesktop.org/cgit/tde/atom/?h=master,en-us,,activity,linux
Teaching Regulation Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/teaching-regulation-agency.atom,en-gb,united kingdom,governments,uk
Techdirt,https://www.techdirt.com/feed/,en-us,california,news,"business,computer,government,law,technology"
Technical Advisory Board - Activity on GOV.UK,https://www.gov.uk/government/organisations/technical-advisory-board.atom,en-gb,united kingdom,governments,uk
techno-mage in:,https://bsd.network/@prahou.rss,en-us,,news,art
TekSavvy,https://www.teksavvy.com/feed,fr-ca,canada,corporations,telecom
Terabyte Home,http://feeds.fosketts.net/StephenFoskettPackRat_TerabyteHome,en-us,,news,computer
Texas Monthly,https://www.texasmonthly.com/feed/,en-us,texas,news,"texas,united states,culture,food,history,crime,music,government"
Textpattern CMS,https://textpattern.com/rss,en-us,,projects,"website,publishing,internet"
The Adjudicator’s Office - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-adjudicator-s-office.atom,en-gb,united kingdom,governments,uk
The Advisory Council on National Records and Archives - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-advisory-council-on-national-records-and-archives.atom,en-gb,united kingdom,governments,uk
The Atlantic,https://www.theatlantic.com/feed/all/,en-us,,news,"culture,world"
The Blog Starter,https://www.theblogstarter.com/feed/,en-us,,news,internet
The Brexit Party,https://www.thebrexitparty.org/feed/,en-gb,united kingdom,party,"europe,britain,independence"
The CareerFoundry,https://careerfoundry.com/en/feed/atom/,en-us,germany,news,"career,internet,data,technology"
The Charity Commission - Activity on GOV.UK,https://www.gov.uk/government/organisations/charity-commission.atom,en-gb,united kingdom,governments,uk
The Corbett Report,https://www.corbettreport.com/feed/,en-us,japan,news,"government,surveillance,telecom,internet,technology"
The Corbett Report,https://www.corbettreport.com/feed/,en-us,japan,podcasts,"government,surveillance,telecom,internet,technology"
thecozy.cat,https://thecozy.cat/feed/,en-us,,news,"internet,people,literature,miscellaneous"
The Crown Estate - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-crown-estate.atom,en-gb,united kingdom,governments,uk
The Desolation of Blog,https://lapcatsoftware.com/articles/atom.xml,en-us,,news,"privacy,apple,software,surveillance,computer"
The Django weblog,https://www.djangoproject.com/rss/weblog/,en-us,,projects,"python,webapp,code,framework"
The Electoral Commission - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-electoral-commission.atom,en-gb,united kingdom,governments,uk
The EOFFTV Review,https://eofftvreview.wordpress.com/feed/,en-us,,news,entertainment
The Executive Office (Northern Ireland) - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-executive-office-northern-ireland.atom,en-gb,united kingdom,governments,ireland
The Executive Office (Northern Ireland) - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-executive-office-northern-ireland.atom,en-gb,united kingdom,governments,uk
TheGamer,https://www.thegamer.com/feed/,en-us,,news,gaming
The Good Men Project,https://goodmenproject.com/feed/,en-us,,news,united_states
The Green Loot,https://thegreenloot.com/feed/,en-us,,catalogues,recipe
The Hill News,https://thehill.com/feed/?feed=partnerfeed-news-feed&format=rss,en-us,,news,"usa,government"
The Insolvency Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/insolvency-service.atom,en-gb,united kingdom,governments,uk
The Legal Ombudsman - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-legal-ombudsman.atom,en-gb,united kingdom,governments,uk
The Logs,https://www.flu0r1ne.net/logs/rss.xml,en-us,,news,"technology,unix,privacy,security,electronics,computer"
The monitor,https://www.datadoghq.com/blog/index.xml,en-us,new york,corporations,"internet,cloud,cybersecurity"
The National Archives - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-national-archives.atom,en-gb,united kingdom,governments,uk
The National Archives - Blog,http://blog.nationalarchives.gov.uk/feed/,en-gb,united kingdom,governments,uk
The National Archives - News Archives,https://www.nationalarchives.gov.uk/rss/news.xml,en-gb,united kingdom,governments,uk
The National Archives - Podcast Series,https://www.nationalarchives.gov.uk/rss/podcasts.xml,en-gb,united kingdom,governments,"britain,culture"
The National Archives - PSI updates,https://www.nationalarchives.gov.uk/rss/psi-updates.xml,en-gb,united kingdom,governments,uk
The National Lottery Community Fund - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-national-lottery-community-fund.atom,en-gb,united kingdom,governments,uk
The NewsBlur Blog,https://blog.newsblur.com/feed.xml,en-us,massachusetts,projects,"syndication,news"
The NewsBlur Forum,https://forum.newsblur.com/posts.rss,en-us,,forums,"support,syndication"
The Nextcloud Podcast,https://nextcloud.com/feed/mp3/,en-us,,podcasts,"internet,nextcloud,data,digital,collaboration,voip"
The Oatmeal,https://mastodon.social/@oatmeal.rss,en-us,,catalogues,"pet,animation,animal,comics"
The Oatmeal,https://theoatmeal.com/feed/rss,en-us,,catalogues,"pet,animation,animal,comics"
The Oil and Pipelines Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/oil-and-pipelines-agency.atom,en-gb,united kingdom,governments,uk
The Onion,https://www.theonion.com/rss,en-us,,news,fiction
the OpenAustralia Foundation,https://www.oaf.org.au/feed/,en-au,australia,organizations,"australia,government"
The Organic Prepper,https://www.theorganicprepper.com/feed/,en-us,,news,"survival,food,health,farming,gardening,lifestyle,culture,government"
The Paranormies,https://paranormies.com/feed/,en-us,,podcasts,"conspiracy,science fiction,fantasy"
The Parliamentary and Health Service Ombudsman - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-parliamentary-and-health-service-ombudsman.atom,en-gb,united kingdom,governments,uk
The Pension Protection Fund Ombudsman - Activity on GOV.UK,https://www.gov.uk/government/organisations/pension-protection-fund-ombudsman.atom,en-gb,united kingdom,governments,uk
The Pensions Ombudsman - Activity on GOV.UK,https://www.gov.uk/government/organisations/pensions-ombudsman.atom,en-gb,united kingdom,governments,uk
The Pensions Regulator - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-pensions-regulator.atom,en-gb,united kingdom,governments,uk
The Pirate Bay,https://tpb.party/rss,en-us,,catalogues,torrent
The Pretty Bee,https://theprettybee.com/feed/,en-us,,catalogues,recipe
The Public Domain Review,https://publicdomainreview.org/rss.xml,en-us,,news,"art,culture"
The R Blog,https://blog.r-project.org/index.xml,en-us,,projects,statistics
The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-reviewing-committee-on-the-export-of-works-of-art-and-objects-of-cultural-interest.atom,en-gb,united kingdom,governments,uk
The Scottish Government - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-scottish-government.atom,en-gb,united kingdom,governments,uk
The Security Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-security-service-mi5.atom,en-gb,united kingdom,governments,uk
The Smoking Gun RSS,http://thesmokinggun.com/rss,en-us,,news,crime
The Talk Show With John Gruber,https://daringfireball.net/thetalkshow/rss,en-us,,podcasts,"computer,software,technology,industry,digital"
The Theatres Trust - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-theatres-trust.atom,en-gb,united kingdom,governments,uk
The Tutanota Blog,https://tuta.com/blog/feed.xml,en-us,,corporations,"computer,hosting,communication,privacy,surveillance,telecom,internet"
The Tutanota Blog,https://tuta.com/blog/feed.xml,en-us,,news,"computer,hosting,communication,privacy,surveillance,telecom,internet"
the usual ephemera,https://loonyone.livejournal.com/data/atom,en-us,,news,"people,thoughts,society,technology,lifestyle"
The Water Services Regulation Authority  - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-water-services-regulation-authority.atom,en-gb,united kingdom,governments,uk
The Water Services Regulation Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-water-services-regulation-authority.atom,en-gb,united kingdom,governments,uk
The XMPP Blog on XMPP,https://xmpp.org/feeds/all.atom.xml,en-us,,news,"xmpp,telecom"
This Week in GNOME,https://thisweek.gnome.org/index.xml,en-us,,news,"computer,linux,unix,desktop"
This Week in GNOME,https://thisweek.gnome.org/index.xml,en-us,,projects,"computer,linux,unix,desktop"
Thorn,https://www.thorn.org/feed/,en-us,,organizations,"phony,front,human trafficking,pedophilia,anti-encryption,anti-freedom,controlled opposition,anti-freedom"
Thoughts From Eric,https://meyerweb.com/eric/thoughts/feed/?scope=full,en-us,,news,"people,computer,internet,html,css,technology"
TILvids,https://tilvids.com/feeds/videos.xml,en-us,,videos,
TILvids,https://tilvids.com/feeds/videos.xml,en-us,,videos,general
Timpi,https://timpi.io/feed/,en-us,,corporations,"news,information,internet"
"Tim Schlotfeldt - Digitalisierung im Kopf, Open Source im Herzen: Start",https://www.tschlotfeldt.de/wiki?action=rss,de-de,germany,news,"people,software,open source"
Tokyo Toshokan,https://tokyo-tosho.net/rss.php,en-us,,catalogues,torrent
Tokyo Toshokan,https://www.tokyotosho.info/rss.php,en-us,,catalogues,torrent
tootbot,https://codeberg.org/MarvinsMastodonTools/tootbot.atom,en-us,,activity,"syndication,fediveres,bot"
TORCS - The Open Racing Car Simulator,https://sourceforge.net/p/torcs/activity/feed,en-us,switzerland,activity,"game,race"
tor,http://gzgme7ov25seqjbphab4fkcph3jkobfwwpivt5kzbv3kqx2y2qttl4yd.onion/debian/tor.git/atom/?h=master,en-us,,activity,"internet,tor,proxy,mixnet"
tor,https://gitweb.torproject.org/debian/tor.git/atom/?h=master,en-us,,activity,"internet,tor,proxy,mixnet"
Torlock,https://www.torlock.com/rss.xml,en-us,,catalogues,torrent
Tor Project,https://blog.torproject.org/feed.xml,en-us,,projects,"mixnet,internet"
Torrent911,https://www.torrent911.me/rss,es-es,spain,catalogues,torrent
Torrent Download,https://www.torrentdownload.info/feed_latest,en-us,,catalogues,torrent
Torrent Downloads,https://www.torrentdownloads.pro/rss.xml,en-us,,catalogues,torrent
TorrentGalaxy,https://torrentgalaxy.to/rss,en-us,,catalogues,torrent
Tor – Simplified Privacy,https://simplifiedprivacy.com/category/tor/feed/,en-us,cambodia,news,"privacy,internet"
Town of Chase City,https://www.chasecity.org/?format=feed&type=atom,en-us,virginia,municipalities,virginia
Trade and Agriculture Commission - Activity on GOV.UK,https://www.gov.uk/government/organisations/trade-and-agriculture-commission.atom,en-gb,united kingdom,governments,uk
Trade Remedies Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/trade-remedies-authority.atom,en-gb,united kingdom,governments,uk
Traditional Cooking School,https://traditionalcookingschool.com/feed/,en-us,,catalogues,recipe
Traffic Commissioners for Great Britain - Activity on GOV.UK,https://www.gov.uk/government/organisations/traffic-commissioners.atom,en-gb,united kingdom,governments,uk
Trailforks Blog,https://www.trailforks.com/blog/rss/,en-us,colorado,corporations,"hiking,biking,map"
Transmission BT,https://forum.transmissionbt.com/app.php/feed,en-us,,forums,"internet,p2p,bittorrent"
Transport Focus - Activity on GOV.UK,https://www.gov.uk/government/organisations/transport-focus.atom,en-gb,united kingdom,governments,uk
Travdo Hotels,https://travdo-hotels.de/feed/,de-de,germany,catalogues,travel
Treasure Valuation Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/treasure-valuation-committee.atom,en-gb,united kingdom,governments,uk
třiapůl česky,https://triapul.cz/feed/cesky.xml,cz-cz,czech,news,art
triapul.cz gopher,https://triapul.cz/feed/gopher.xml,en-us,czech,news,internet
triapul.cz,http://triapul.cz/feed/english.xml,en-us,czech,news,art
Tribunal Procedure Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/tribunal-procedure-committee.atom,en-gb,united kingdom,governments,uk
Trinity House - Activity on GOV.UK,https://www.gov.uk/government/organisations/trinity-house.atom,en-gb,united kingdom,governments,uk
Trip101,https://trip101.com/feed,en-us,,catalogues,travel
Trip101,https://trip101.com/feed,en-us,,news,travel
Tristan B. Velloza Kildaire,https://gleasonator.com/@deavmi,en-za,south africa,news,"code,computer,people"
TROPHY,https://sourceforge.net/projects/trophy/rss,en-us,france,projects,"race,game"
TROPHY,https://sourceforge.net/p/trophy/activity/feed,en-us,france,activity,"game,race"
Truthstream Media,https://truthstreammedia.com/feed/,en-us,,news,"technology,computer,culture,propaganda,electronics,government,usa,radiation,health,food,pharma,history"
tt-rss.git,https://git.tt-rss.org/fox/tt-rss.git/atom/?h=master,en-us,,activity,syndication
Tubesonix – The Future of Royalty Free Licensed Music,https://www.tubesonix.com/feed/,en-us,,catalogues,music
tumblr,https://blog.tumblr.com/rss,en-us,,corporations,"website,publishing,internet"
TuxPhones,https://tuxphones.com/rss/,en-us,,news,"unix,linux,computer"
Twilio,https://www.twilio.com/blog/feed?locale=en,en-us,,corporations,"communication,computing"
TYPO3,https://typo3.org/rss,en-us,,projects,"internet,publishing,website"
ubuntu-fr,https://doc.ubuntu-fr.org/feed.php,fr-fr,france,wiki,"linux,operating system,computer"
Ubuntu,https://ubuntu.com/blog/feed,en-us,,projects,"linux,industry"
ubuntuusers.de Forum,https://forum.ubuntuusers.de/feeds/title/20/,de-de,germany,forums,"linux,ubuntu"
udger.com,https://udger.com/rss.xml,en-us,,catalogues,user-agent
UK Anti-Doping - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-anti-doping.atom,en-gb,united kingdom,governments,uk
UK Asset Resolution Limited - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-asset-resolution-limited.atom,en-gb,united kingdom,governments,uk
UK Atomic Energy Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-atomic-energy-authority.atom,en-gb,united kingdom,governments,uk
UK Commission on Covid Commemoration - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-commission-on-covid-commemoration.atom,en-gb,united kingdom,governments,uk
UK Council for Internet Safety - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-council-for-internet-safety.atom,en-gb,united kingdom,governments,uk
UK Debt Management Office - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-debt-management-office.atom,en-gb,united kingdom,governments,uk
UK Defence and Security Exports - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-defence-and-security-exports.atom,en-gb,united kingdom,governments,uk
UK Export Finance - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-export-finance.atom,en-gb,united kingdom,governments,uk
UK Government Investments - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-government-investments.atom,en-gb,united kingdom,governments,uk
UK Health Security Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-health-security-agency.atom,en-gb,united kingdom,governments,uk
UK Holocaust Memorial Foundation - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-holocaust-memorial-foundation.atom,en-gb,united kingdom,governments,uk
UK Hydrographic Office - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-hydrographic-office.atom,en-gb,united kingdom,governments,uk
UK Infrastructure Bank - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-infrastructure-bank.atom,en-gb,united kingdom,governments,uk
UK National Authority for Counter-Eavesdropping - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-national-authority-for-counter-eavesdropping.atom,en-gb,united kingdom,governments,uk
UK National Contact Point - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-national-contact-point.atom,en-gb,united kingdom,governments,uk
UK National Screening Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-national-screening-committee.atom,en-gb,united kingdom,governments,uk
UK Research and Innovation - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-research-and-innovation.atom,en-gb,united kingdom,governments,uk
UK Shared Business Services Ltd - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-shared-business-services-ltd.atom,en-gb,united kingdom,governments,uk
UK Space Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-space-agency.atom,en-gb,united kingdom,governments,"fantasy,science fiction,uk"
UK Sport - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-sport.atom,en-gb,united kingdom,governments,uk
UK Statistics Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-statistics-authority.atom,en-gb,united kingdom,governments,uk
UK Visas and Immigration - Activity on GOV.UK,https://www.gov.uk/government/organisations/uk-visas-and-immigration.atom,en-gb,united kingdom,governments,uk
Ultimate Stunts,https://sourceforge.net/p/ultimatestunts/activity/feed,en-us,,activity,"game,race"
Underpass App Company,https://underpassapp.com/updates.rss,en-us,,projects,"privacy,apple"
unique hazards may exist,https://uniquehazards.com/feed.xml,en-us,,news,people
United Kingdom Reserve Forces Association - Activity on GOV.UK,https://www.gov.uk/government/organisations/united-kingdom-reserve-forces-association.atom,en-gb,united kingdom,governments,uk
United Kingdom Security Vetting - Activity on GOV.UK,https://www.gov.uk/government/organisations/united-kingdom-security-vetting.atom,en-gb,united kingdom,governments,uk
Universal Layer,https://ulayer.net/blog/feed/,en-us,,corporations,"vps,vpn,server,hosting,service,news,privacy,software,computer"
Universal Layer,https://ulayer.net/feed/,en-us,,corporations,"vps,vpn,server,hosting,service,news,privacy,software,computer"
Unpolished Posts,https://blog.kizu.dev/rss.xml,en-us,,news,"people,computer,internet,hrhtml,css"
Unredacted,https://unredacted.org/feed/,en-us,,news,"computer,xmpp,internet,privacy,cybersecurity,blockchain,telecom,censorship,tor,cryptocurrency,encryption,tor,proxy"
UpCloud,https://upcloud.com/feed,en-us,finland,corporations,"server,hosting,cloud,data"
Valuation Office Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/valuation-office-agency.atom,en-gb,united kingdom,governments,uk
Valuation Tribunal for England - Activity on GOV.UK,https://www.gov.uk/government/organisations/valuation-tribunal-for-england.atom,en-gb,united kingdom,governments,uk
Valuation Tribunal Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/valuation-tribunal-service-for-england-valuation-tribunal-service.atom,en-gb,united kingdom,governments,uk
Vanguard News Network,http://www.vanguardnewsnetwork.com/feed/,en-us,,news,"canada,europe,survival,history,government,general,usa,germany,opinion,canada,europe"
VDrift Forums,https://vdrift.net/Forum/syndication.php?type=atom1.0,en-us,,forums,"game,race"
Vehicle Certification Agency - Activity on GOV.UK,https://www.gov.uk/government/organisations/vehicle-certification-agency.atom,en-gb,united kingdom,governments,uk
Veilid,https://veilid.com/atom.xml,en-us,,projects,mixnet
Venipak,https://venipak.com/feed/,en-us,nederlands,corporations,delivery
Veterans Advisory and Pensions Committees - Activity on GOV.UK,https://www.gov.uk/government/organisations/veterans-advisory-and-pensions-committees-x13.atom,en-gb,united kingdom,governments,uk
Veterans UK - Activity on GOV.UK,https://www.gov.uk/government/organisations/veterans-uk.atom,en-gb,united kingdom,governments,uk
Veterinary Medicines Directorate - Activity on GOV.UK,https://www.gov.uk/government/organisations/veterinary-medicines-directorate.atom,en-gb,united kingdom,governments,uk
Veterinary Products Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/veterinary-products-committee.atom,en-gb,united kingdom,governments,uk
Victims' Commissioner - Activity on GOV.UK,https://www.gov.uk/government/organisations/victims-commissioner.atom,en-gb,united kingdom,governments,uk
Victorhck in the free world,https://victorhckinthefreeworld.com/feed/,es-es,spain,news,"software,computer,linux"
Victoria and Albert Museum - Activity on GOV.UK,https://www.gov.uk/government/organisations/victoria-and-albert-museum.atom,en-gb,united kingdom,governments,uk
Victor Stinner blog 3,https://vstinner.github.io/feeds/all.atom.xml,en-us,,news,"code,computer,python"
Victor Stinner blog 3,https://vstinner.github.io/feeds/all.atom.xml,en-us,,tutorials,"code,computer,python"
Victor Stinner 🐍,https://mamot.fr/@vstinner.rss,en-us,,news,"python,computer,code"
Victor Stinner 🐍,https://mamot.fr/@vstinner.rss,en-us,,tutorials,"python,computer,code"
videos.trom.tf,https://videos.trom.tf/feeds/videos.xml,en-us,,videos,general
Vienna RSS,https://www.vienna-rss.com/feed.xml,en-us,,projects,"syndication,news"
Vikings Shop,https://shop.vikings.net/feed/,en-us,germany,catalogues,computer
Vikunja,https://vikunja.io/index.xml,en-us,,projects,"office,issue tracker"
VironIT,https://vironit.com/feed/,en-us,georgia,news,computer
Virtual Machines – Simplified Privacy,https://simplifiedprivacy.com/category/virtual-machines/feed/,en-us,cambodia,news,"computer,linux,privacy"
Virtual Storage,http://feeds.fosketts.net/StephenFoskettPackRat_VirtualStorage,en-us,,news,computer
VisitBritain - Activity on GOV.UK,https://www.gov.uk/government/organisations/visitbritain.atom,en-gb,united kingdom,governments,uk
VisitEngland - Activity on GOV.UK,https://www.gov.uk/government/organisations/visitengland.atom,en-gb,united kingdom,governments,uk
Vivaldi Browser,https://vivaldi.com/feed/,en-us,,projects,internet
Vivaldi Community,https://vivaldi.net/feed/,en-us,,news,internet
Vivaldi Social,https://social.vivaldi.net/@Vivaldi.rss,en-us,,news,internet
V.K. Dixon,https://vkdixon.substack.com/feed,en-us,,news,literature
Voice of America,https://www.voanews.com/api/,en-us,,news,"war,government,usa"
Voices of Open Source,https://blog.opensource.org/feed/,en-us,,news,"code,open source,software,computer,culture,technology"
VPNs & Browsers – Simplified Privacy,https://simplifiedprivacy.com/category/vpns-browsers/feed/,en-us,cambodia,news,"privacy,internet"
VTK - The Visualization Toolkit,https://vtk.org/feed/,en-us,,projects,visualization
Wales Audit Office - Activity on GOV.UK,https://www.gov.uk/government/organisations/wales-audit-office.atom,en-gb,united kingdom,governments,uk
walgot,https://git.sr.ht/~bacardi55/walgot/log/main/rss.xml,en-us,,activity,"archive,bookmark"
wallabag,https://social.tcit.fr/@wallabag.rss,en-us,,projects,"archive,office"
wallabag,https://wallabag.org/feed.xml,en-us,,projects,"archive,office"
Wallace Collection - Activity on GOV.UK,https://www.gov.uk/government/organisations/wallace-collection.atom,en-gb,united kingdom,governments,uk
Washington Post Entertainment,https://feeds.washingtonpost.com/rss/entertainment,en-us,,news,entertainment
Washington Post,https://feeds.washingtonpost.com/rss/politics,en-us,,news,"government,usa"
Washington Post Lifestyle,https://feeds.washingtonpost.com/rss/lifestyle,en-us,,news,lifestyle
Washington Post Sports,https://feeds.washingtonpost.com/rss/sports,en-us,,news,sports
Webring Enthusiasts of the Fediverse,https://fediverse-webring-enthusiasts.glitch.me/index.opml,en-us,,catalogues,webring
Weingärtner IT Services,https://weingaertner-it.de/index.php/feed/,de-de,germany,corporations,computing
Welsh Government - Activity on GOV.UK,https://www.gov.uk/government/organisations/welsh-government.atom,en-gb,united kingdom,governments,uk
Welsh Language Commissioner - Activity on GOV.UK,https://www.gov.uk/government/organisations/welsh-language-commissioner.atom,en-gb,united kingdom,governments,uk
Westminster Foundation for Democracy - Activity on GOV.UK,https://www.gov.uk/government/organisations/westminster-foundation-for-democracy.atom,en-gb,united kingdom,governments,uk
What's Up Fraidycat?,https://fraidyc.at/blog/feed.xml,en-us,,projects,internet
Why Privacy – Simplified Privacy,https://simplifiedprivacy.com/category/why-privacy/feed/,en-us,cambodia,news,"surveillance,privacy,internet"
wicd Announcements,http://feeds.launchpad.net/wicd/announcements.atom,en-us,,projects,internet
